0.00628319  1.19691  0.828821  3
0.00888577  1.226  0.703674  6
0.0108828  1.37731  0.68388  4
0.0125664  0.574626  0.419771  3
0.0140496  1.09007  0.479302  12
0.0153906  1.16944  0.293073  12
0.0177715  0.985135  0.481073  6
0.0188496  1.1282  0.273414  15
0.0198692  1.06332  0.337674  12
0.020839  0.544722  0.18853  12
0.0217656  0.985923  0.560425  4
0.0226543  0.985022  0.347006  12
0.0235095  1.1119  0.165042  24
0.0251327  0.72684  0.503727  3
0.0259062  0.805587  0.147535  24
0.0269495  1.24572  0.193241  30
0.0280993  0.624317  0.153034  12
0.0287932  0.986457  0.210531  24
0.0294708  0.918975  0.190352  12
0.0311338  1.11217  0.193525  27
0.0320381  1.25544  0.171907  36
0.0326484  0.916719  0.191881  16
0.0340674  1.06033  0.115914  60
0.0359839  0.77587  0.13072  30
0.0369044  0.992275  0.126716  48
0.0379302  1.24949  0.159053  27
0.0389837  0.935693  0.117889  48
0.0403946  0.835036  0.12133  72
0.0418652  0.91464  0.122125  60
0.0426146  1.2323  0.25628  24
0.0442145  0.892161  0.128765  73
0.0453796  0.971962  0.12712  72
0.0464542  0.939134  0.0984801  72
0.0479186  1.12016  0.12471  72
0.0493022  0.86988  0.0959707  84
0.0508976  0.978222  0.0804692  111
0.0521914  1.09021  0.112555  96
0.0539589  1.07604  0.104194  130
0.055312  1.12381  0.126448  96
0.05698  0.971367  0.0893947  135
0.0586993  0.990625  0.0766932  168
0.0602131  0.877062  0.0705359  156
0.0622399  1.12648  0.0966819  141
0.0638295  0.949062  0.0594234  228
0.0658497  1.06976  0.0763578  208
0.0676878  1.09887  0.0804695  204
0.0698272  1.02738  0.0616845  291
0.072041  0.991142  0.055842  294
0.0740506  1.06532  0.0700483  252
0.0762708  1.02541  0.0557473  343
0.0782028  0.99605  0.0613632  300
0.0804942  0.996903  0.0525742  381
0.082884  0.92349  0.0437679  444
0.0854411  1.0115  0.0426242  504
0.0881254  0.983469  0.0463515  457
0.0905283  1.03067  0.0443228  576
0.0932981  1.0262  0.0421223  555
0.0958089  1.02715  0.0432984  636
0.0986193  0.965177  0.0371194  682
0.101463  0.966956  0.0346397  735
0.104265  0.997575  0.0366384  828
0.107536  0.997426  0.0327783  985
0.110678  0.971597  0.0329575  936
0.11388  0.947282  0.0270199  1077
0.117194  0.97479  0.0280553  1212
0.120792  1.02755  0.0280715  1339
0.124245  1.01592  0.0272223  1269
0.127748  1.00934  0.025703  1572
0.131545  0.984591  0.0253541  1657
0.135345  1.00237  0.0238281  1812
0.139444  1.01671  0.0225141  2055
0.143441  0.983352  0.0216287  2017
0.147533  0.994885  0.0201839  2376
0.151912  0.968652  0.018641  2593
0.15641  1.00912  0.0189463  2823
0.160883  1.05045  0.019177  2886
0.165587  0.990506  0.0164432  3475
0.170551  0.981607  0.016345  3609
0.175465  1.00063  0.0165076  3829
0.180538  1.02494  0.0157061  4335
0.185783  0.99049  0.0144698  4606
0.19126  0.990438  0.0138392  5259
0.196806  1.03596  0.0142456  5305
0.202529  1.0035  0.0127177  6237
0.208507  1.01427  0.0125313  6583
